id,name,city,district,address,mrt,broth_types,specialties,price_min,price_max,price_avg,wait_time,rating,tags,notes,source,badge
shojin-hualien,匠心食堂拉麵屋,花蓮縣,花蓮市,明禮路12號,,豚骨|牛豚骨,牛豚骨拉麵,220,290,240,20分,4.3,花蓮第一間拉麵專賣,花蓮第一間拉麵專賣。舒肥牛腰脊配煙燻豚五花,趣趣花蓮拉麵,🔥 人氣
chicken-white-hualien,雞白郎拉麵,花蓮縣,花蓮市,光復街50號,,雞白湯|魚介雞清湯,泡系雞白湯拉麵,245,315,265,30分,4.4,每日限量50碗|黑潮姊妹店,花蓮首間全雞拉麵，每日限量50碗。黑潮姊妹品牌,jumpman.tw,
shinda-hualien,麵屋真打,花蓮縣,花蓮市,鎮國街60號,,豚骨,特盛蔥豚骨拉麵,180,250,200,20分,4.2,免費加麵|2023新開幕,暴力系濃厚豚骨，免費加麵,tutufoodaholic.tw,🆕 新店
oda-hualien,麵屋小田,花蓮縣,花蓮市,中華路344號,,豚骨|醬油豚骨,博多豚骨拉麵|剝皮辣椒拉麵,140,210,160,10分,4.2,百元平價|在地食材,120元起百元平價。純豬骨熬湯融合在地剝皮辣椒,tutufoodaholic.tw,
kura-hualien,倉麵屋,花蓮縣,花蓮市,光復街81號,,豚骨|味噌|醬油,濃郁豚骨拉麵(限量),130,200,150,15分,4.2,百元秒飛日本|店貓,百元秒飛日本。有店貓陪吃,GOMAJI花蓮9間,
hala-ramen,哈拉麵,台東縣,台東市,福建路285號,,豚骨,厚切叉燒豚骨拉麵,150,220,170,30分,4.7,台東No.1|免費加麵,台東人氣No.1，Google 4.7。厚切叉燒入口即化,janice.life,🔥 人氣
shu-ramen,曙SHU拉麵,台東縣,台東市,仁二街1號,,豚骨,招牌拉麵|限量乾咖哩,100,170,120,15分,4.5,台東最美|十年老店,台東最美拉麵店，100元起。開業十年搬遷升級,cc2kitchen.com,
li-ramen,哩麵,台東縣,台東市,博愛路239號,,大骨蔬菜,味噌拉麵|咖哩飯,125,195,145,10分,4.3,動漫風|寵物友善,滿滿動漫公仔的平價拉麵。寵物友善,janice.life,
yamakoshi-chiayi,山越拉麵,嘉義市,東區,中正路349號,,豚骨|雞清湯,皆傳家鹽味豚骨|濃厚蝦蝦豚骨,180,250,200,15分,4.5,嘉義排隊王|每日不同湯底,嘉義最強排隊名店，每日湯底不同,amonblog.com; 趣趣嘉義11家,🔥 人氣
shouya-chiayi,將屋拉麵 嘉義店,嘉義市,西區,民族路523號,,雞白湯,泡系招牌雞白湯|澎湃白湯二郎,220,290,240,10分,4.8,嘉義評分最高|泡系,嘉義評分最高4.8，泡系雞白湯如奶蓋般綿密,kielkiel.com,
goshi-chiayi,吾妻拉麵,嘉義市,西區,北榮街171號,,雞白湯,原味雞白湯|蒜計蛤蠣雞白湯,160,230,180,10分,4.5,限量|攤車,雞白湯專賣攤車，限量販售賣完即止,amonblog.com,
yamazaki-chiayi,山崎拉麵,嘉義市,西區,國華街248號,,豚骨|醬油|味噌,黑豚骨拉麵|關東煮,155,225,175,5分,4.3,日本人老闆|東京正宗,日本東京老闆經營，日本食材正宗風味,damon624.pixnet.net,
mokushin-chiayi,麺屋木心,嘉義市,西區,永安街279號,,醬油|煮干,醬油煮干拉麵,165,235,185,25分,4.7,師承東京|巷弄限量,師承東京名店。巷弄攤車每日限量,amonblog.com,
mr-ramen-chiayi,Mr.RAMEN 嘉義店,嘉義市,西區,仁愛路229號,,豚骨,超級Mr拉麵|大蒜拉麵,180,250,200,5分,4.5,日本社長連鎖|客製化,日本社長連鎖品牌，可全面客製化,GOMAJI嘉義11選,
takino-chiayi,瀧野拉麵(家系),嘉義市,東區,文化路450號,,豚骨醬油,橫濱家系豚骨|熊本黑蒜豚骨,210,280,230,5分,4.4,家系|免費加麵,正宗橫濱家系拉麵，免費加麵或白飯,ants.tw,
shouya-douliu,將屋拉麵 斗六總店,雲林縣,斗六市,九如街75號,,雞白湯,泡系雞白湯|辛雞白濃湯,220,290,240,15分,4.7,斗六指標|免費加麵,斗六拉麵指標，三種叉燒多汁，免費加麵,v84454058.pixnet.net,
jingxuan-douliu,京軒麵屋,雲林縣,斗六市,太平路154號,,豚骨|二郎系|沾麵,二郎蒜香沾麵|特盛拉麵,210,280,230,10分,4.5,二郎系|太平老街,太平老街日式拉麵，雲林少見二郎系與沾麵,ants.tw,
santon-douliu,麵屋三豚,雲林縣,斗六市,民生路48-1號,,豚骨,焦蒜鹽味拉麵|叉燒飯,200,270,220,15分,4.6,僅8席|老闆赴日,僅8席座位。老闆赴日精進，斗六最強豚骨,ants.tw,
teichiba-keelung,定置漁場三代目(正濱店),基隆市,中正區,中正路541號B1,,魚白湯,炭燒小卷墨魚拉麵(基隆限定),260,330,280,25分,4.0,正濱漁港|基隆限定,花蓮名店進駐正濱漁港彩虹屋，基隆限定品項,keelunghihi.com.tw,
uto-keelung,羽都麵屋,基隆市,仁愛區,愛一路59號,,雞白湯,雞白湯味噌|冷沾麵(夏限),195,265,215,10分,4.5,僅6席|前森拉麵主廚,前森拉麵主廚。僅6席職人吧台,keelunghihi.com.tw,
tsukimi-keelung,月見拉麵,基隆市,仁愛區,仁三路40號2樓,,鹽味豚骨,豬腳拉麵|鹽味豚骨拉麵,155,225,175,15分,4.0,廟口旁|豬腳獨創,廟口旁台日混搭，豬腳拉麵獨創，免費加麵吃到飽,keelunghihi.com.tw,
kawasaki-keelung,川崎拉麵,基隆市,仁愛區,愛二路63號2樓,,豚骨|醬油|味噌|麻辣,京都豚骨|蝦王拉麵(10隻蝦),155,225,175,免排隊,3.9,免費飲品冰淇淋|CP值,免費飲品冰淇淋無限享用，CP值超高,GOMAJI基隆Top5; keelunghihi,
onisho-keelung,鬼匠拉麵(廟口店),基隆市,仁愛區,仁四路9-1號,,豚骨,豚骨拉麵|味噌拉麵,160,230,180,5分,4.0,廟口|連鎖,連鎖品牌進駐廟口，口味穩定價格親民,keelunghihi.com.tw,
meguro-pingtung,目黑拉麵,屏東縣,屏東市,民和路21號,,豚骨|味噌|鹽味,鹽味豚骨|叉燒味噌拉麵,180,250,200,10分,4.4,日本老闆|接近一蘭,日本老闆開設道地拉麵，濃厚度接近一蘭,ifoodie.tw,
yokoyamaya-pingtung,拉麵橫山家(屏東店),屏東縣,屏東市,林森路46號1樓,,豚骨|醬油,秘製豚骨|極釀醬油拉麵,240,310,260,15分,4.7,日本老闆台灣太太|職人町,日本老闆台灣太太經營，職人町文青風格,sushigraffiti.com,
hachiman-pingtung,八幡拉麵,屏東縣,屏東市,廈門街1-1號,,豚雞湯|醬油,海老辛味噌|柚子胡椒雞白湯,180,250,200,10分,4.3,加麵僅20元,品項豐富多樣，加麵僅20元,hemich.pixnet.net,
azumura-pingtung,梓村麵屋,屏東縣,屏東市,福建路77號,,雞白湯,辣味噌拉麵|秘炙醬油拉麵,180,250,200,10分,4.3,60年代復古風|深夜23:30,60年代日式復古風，營業至深夜23:30,chaoerh.pixnet.net,
yunhe-kenting,雲鶴拉麵,屏東縣,恆春鎮,光明路48巷8號,,豚骨,蔥浪拉麵|黑目厚叉燒拉麵,205,275,225,15分,4.5,恆春排隊|墾丁必吃,恆春超人氣排隊店，墾丁旅遊必吃,趣趣屏東拉麵,
harayama-changhua,原山拉麵,彰化縣,彰化市,南郭路一段173號,,鴨白湯|鴨清湯,鴨白女湯拉麵|日式叉燒飯,135,205,155,30分,4.6,鴨湯專賣|佛心價130元,市場罕見鴨湯專賣，佛心價130元起,ants.tw,
yanki-changhua,雁歸 雞湯拉麵,彰化縣,彰化市,永樂街187號1樓,,雞白湯|鹽味雞湯,松露雞白湯|柚香清雞湯,180,250,200,15分,4.4,巷弄日式|浮世繪,巷弄日式風情，浮世繪牆面裝潢,GOMAJI彰化拉麵,
kadonoya-yuanlin,角屋拉麵,彰化縣,員林市,中山路二段442號,,豚骨,魔物燒豚拉麵(月限定)|赤丸拉麵,210,280,230,15分,4.5,赴日靜岡拜師|近十年,老闆赴日靜岡拜師，深耕近十年,nanai.tw,
chosei-yuanlin,長生塩人(員林店),彰化縣,員林市,中山路一段798號,,鹽味|醬油|味噌,招牌鹽味拉麵|辣味肉醬拉麵,135,205,155,40分,4.4,僅8席|深夜,來自台北天母，每日熬八小時，深夜營業至凌晨,nanai.tw,
kouka-yuanlin,幸花雞白湯(員林店),彰化縣,員林市,中正路414號,,雞白湯,松露干貝拉麵|地獄火拉麵,170,240,190,10分,4.2,10小時熬煮|八種口味,每天新鮮熬煮10小時雞白湯，八種口味,pingu.blog,
menhunka-yilan,麵魂家,宜蘭縣,羅東鎮,南門路158號,,豚骨,魂白(濃厚白湯)|魂黑(黑麻油豚骨),180,250,200,30分,4.4,東海岸最強豚骨|食尚玩家,東海岸最強豚骨。每日限量。食尚玩家推薦,Pixnet YANG漾,🔥 人氣
wotai-yilan,屋台拉麵,宜蘭縣,頭城鎮,宜三路一段36號,,豚骨|醬油,豚骨經典|黑蒜頭私房拉麵,205,275,225,20分,4.5,柴火熬煮|攤車,柴火熬煮限量湯頭。攤車風格，可擼店貓,kafkalin.com,
isshin-yilan,一心拉麵,宜蘭縣,羅東鎮,光榮路413號,,豚骨,博多豚骨|三星玉蔥拉麵,180,250,200,25分,4.3,赴日學藝|限量200碗,赴日學藝每日限量200碗，免費浴衣拍照體驗,walkerland.com.tw,
kimura-yilan,木村 Kimura,宜蘭縣,宜蘭市,中山路二段187巷16號,,豚骨|黑蒜,暗黑系黑蒜拉麵|赤紅系拉麵,180,250,200,10分,4.5,老宅文青|伊豆傳承,老宅改造文青風，傳承伊豆手藝，黑蒜湯頭驚豔,smallesa2022.pixnet.net,
leshan-jiaoxi,樂山溫泉拉麵,宜蘭縣,礁溪鄉,礁溪路五段108巷1號,,豚骨|味噌,三星蔥豚骨|海鮮拉麵,210,280,230,20分,3.8,泡腳吃拉麵|全台獨創,全台獨創泡腳吃拉麵，礁溪觀光必訪,suni.tw; niniyeh.com,
chiho-miaoli,麵屋千穗,苗栗縣,苗栗市,至公路310號,,豚骨|味噌|醬油|黑蒜,火炙叉燒醬油白湯|櫻桃鴨胸豚骨,175,245,195,15分,4.5,苗栗天花板|免費加麵,苗栗拉麵天花板。五種湯頭免費加麵,linnote.com,
menya-ugyo,麵屋有漁(頭份店),苗栗縣,頭份市,尚順路51號,,魚白湯|蝦湯|干貝醬油,石斑魚白湯|卡布奇諾蝦湯拉麵,280,350,300,20分,4.3,全台最強魚介系|石斑魚白湯,獨創石斑魚白湯，全台最強魚介系,huablog.tw,🔥 人氣
original-miaoli,原味優品拉麵,苗栗縣,苗栗市,民族路52號,,豚骨|味噌|魚介,魚介叉燒豚骨|札幌味增拉麵,160,230,180,10分,4.3,在地十年|飲料無限,在地經營十年，165元起，飲料無限暢飲,vivawei.tw,
suixin-ramen,醉心拉麵,新北市,永和區,仁愛路42號,頂溪,雞白湯|鹽味雞清湯,泡系雞白湯|櫻桃鴨清湯,210,280,230,20分,4.8,三種叉燒|原羅東名店,原羅東名店遷永和。一碗三種叉燒(雞豬鴨),愛食記ifoodie,
koaka-ramen,小高拉麵,新北市,中和區,景新街471號,南勢角,醬油豚骨|麻辣豚骨,醬油豚骨拉麵|麻辣豚骨,120,190,140,30分,4.5,135元含叉燒溏心蛋|無限加麵,中永和最高CP值！135元起含叉燒溏心蛋，無限加麵,愛食記ifoodie,
suien-sanchong,炊煙拉麵 三重,新北市,三重區,仁愛街33號,三重國小,蛤蠣雞白湯|鹽豚骨|醬油豚骨,鹽味蛤蠣雞白湯|唐揚炸雞,200,270,220,15分,4.5,三種肉|捷運1分,一碗三種肉(炙燒叉燒+煎雞腿+舒肥)加溏心蛋,Google Maps,
kumakoshi-xinzhuang,熊越岳,新北市,新莊區,幸福路736號B1,幸福,醬油清湯,清湯叉燒拉麵|百岳限定(每月9號),260,330,280,40分,4.6,新莊最強|每月9號百岳限定$200,新莊最強拉麵，Google 2689則4.6。每月9號百岳限定$200,Google Maps,🔥 人氣
aoyama-xizhi,青山製麵所,新北市,汐止區,新台五路一段150號,—,雞清湯,鹽味雞清湯|柚子鹽拉麵,170,240,190,開門即滿,4.4,2023新開|清湯系,2023年開業清湯系，營業時間極短需提早登記,WalkerLand窩客島,
keita-tamsui,麵屋敬太 KEITA,新北市,淡水區,英專路21巷11號,淡水,煮干,煮干濃湯|背脂煮干清湯,200,270,220,15分,4.4,日籍青森老闆|澎湖丁香魚,日籍青森老闆，澎湖丁香魚熬煮正宗煮干，台灣罕見,愛食記ifoodie.tw,
soton-banqiao,双豚拉麵,新北市,板橋區,民生路三段193號,新埔,醬油豚骨,DX拉麵(叉燒鋪滿)|清湯拉麵$99,180,250,200,20分,4.4,鷹流蘭丸體系|$99清湯,師出鷹流蘭丸體系，分日本原味/台灣味，免費續麵。清湯拉麵僅$99,多篇部落格,
haruki-banqiao,春㐂拉麵職人,新北市,板橋區,雙十路二段42號,江子翠,醬油|豚骨,醬油拉麵|舒肥叉燒拉麵,230,300,250,10分,4.3,板橋醬油代表,板橋醬油拉麵代表，舒肥叉燒極嫩,萍子upssmile,
iho-ramen,伊禾白湯,台北市,信義區,光復南路519巷9號,國父紀念館,牛骨|雞湯,牛白湯拉麵(每日限量40碗),290,360,310,50分,4.9,Google 4.9|一人職人店,一人職人店，每日僅40碗。Google 4.9極高評分。2023愛好會TOP5,vocus; 自由時報玩咖2023 Top10,
senkou-taipei,千口牛舌烤雞拉麵,台北市,大安區,大安路一段19巷5號,忠孝復興,雞白湯|雞清湯|醬油,厚切牛舌拉麵(每碗3片),290,360,310,20分,4.3,2025新開幕|牛舌拉麵,2025年新開幕話題店。「千口」巧妙組成「舌」字。每碗3片厚切牛舌,自由時報玩咖,🆕 新店
kichikichi-neihu,雞吉君拉麵(內湖本店),台北市,內湖區,環山路一段33號,西湖,雞白湯,濃厚雞白湯|特濃雞白湯,240,310,260,40分,4.2,お帰り系統|金賞,お帰り體系，雞白湯先驅。2023年度愛好會第7名。,自由時報玩咖; 台灣拉麵愛好會2023,⭐ 金賞
pool-yin-ramen,池音 鶏白湯ラーメン,台北市,大同區,赤峰街23巷25號,中山,雞白湯,濃郁雞白湯,260,330,280,20分,4.5,赤峰街隱藏|賣完打烊,雞白湯專門店。trip.com特派員私心推薦回訪率100%,trip.com 2026台北拉麵,
kuma2-ramen,熊二拉麵,台北市,信義區,虎林街164巷11號,永春,雞白湯|豚骨,濃厚豚骨|雞白湯,230,300,250,15分,4.3,信義隱藏|賣完打烊,內湖隱藏巷弄，豚骨/雞白湯雙選，湯賣完即打烊,marieClaire台北雞白湯10間,
kuroshio-ramen,黑潮拉麵·炸串,花蓮縣,花蓮市,復興街71號,,豚骨,黑蒜拉麵,180,250,200,15分,4.3,客製化,一蘭式可調濃淡軟硬，黑蒜湯頭層次豐富,jumpman.tw花蓮拉麵,
yankui-changhua,雁歸雞湯拉麵,彰化縣,彰化市,永樂街187號1樓,,雞白湯|鹽味雞湯,松露雞白湯|柚香清雞湯,180,250,200,15分,4.4,文青|浮世繪牆面,巷弄日式風情，浮世繪牆面裝潢,GOMAJI彰化拉麵,
ugyo-toufen,麵屋有漁 頭份店,苗栗縣,頭份市,尚順路51號,,魚白湯|蝦湯|干貝醬油,石斑魚白湯|卡布奇諾蝦湯,280,350,300,20分,4.3,全台最強魚介|石斑魚白湯,獨創石斑魚白湯。卡布奇諾蝦湯拉麵,huablog.tw,🔥 人氣
zhishuang-ramen,恉霜 拉麵專賣,台北市,中山區,長安東路一段48號,善導寺,牛白湯|雞豚清湯,犇・老火牛白湯$350|春源・雞豚旨味清湯$330,330,400,350,30分,4.5,2025新開幕|西餐技法,西餐技法融入日式拉麵，紹興酒溏心蛋，僅12席吧台,TALKace 2025新開幕; Nash's Wonderland; Jeremyfoodie,🆕 新店
ryunokokyu-ramen,龍鱗拉麵,台北市,大同區,承德路二段1巷8號,中山/劍潭,豚骨魚介|雞白湯|蝦湯,柚香桂花拉麵$380|龍蝦雞白湯(限量),330,400,350,30分,4.4,2024新開幕|高顏值,確認營業中，已擴展至2家分店。總店（中山店）2024/6開幕；士林二店（文林路132號）2025/6/17開幕。士林店限定「蛤？龍蝦雞白」每日限量20碗。高顏值配料鮭魚卵海葡萄，免費加清湯加麵。,upssmile.com; life-taste.com; jeremyfoodie.tw,🆕 新店
tsuru-ramen,麵屋鶴立,台北市,大同區,承德路二段1巷18號,中山,雞白湯|雞清湯,鶴立雞白湯(雞豬鴨三拼),300,370,320,25分,4.4,2024新開幕|網美裝潢,確認營業中。2024/9/7試營運。主打雞白湯拉麵，提供鶴立雞白湯、鹽味雞湯、醬油雞湯三種口味，價格約280-360元。文青木質裝潢，採點餐機自助點餐。,jeremyfoodie.tw; hellokids.tw,🆕 新店
teichiba-taipei,定置漁場三代目(台北店),台北市,中山區,中山北路二段39巷22號,中山,魚白湯,膠原魚白湯|酥炸鬼頭刀,310,380,330,30分,4.3,2025進軍台北|花蓮名店,確認已開幕營業。2025/8/16開幕，為花蓮品牌全台第五家分店。位於晶華酒店旁獨棟建築，兩層樓約30席，營業時間11:00-15:00/17:00-24:00，無公休。台北限定與「杜甲A-Ma」聯名沾麵350元。,TALKace; bigfang.tw,🆕 新店
ramen-uosakae,拉麵魚堺,台北市,大安區,瑞安街260-3號(大安店),科技大樓,雞白湯|醬油|鹽味,醬油拉麵$170起,200,270,220,20分,4.5,僅4-6席|CP值極高,確認營業中，目前3家分店確認營運：中和店（民享街94號）、大安店（瑞安街260-3號）、中山新店（大同區赤峰街49巷18號2樓，2025/6開幕）。板橋府中店（2024/12開幕）IG未列出，可能已歇業。基本款拉麵僅170元，CP值極高。,驗證報告2026-04; ramenroamer; mymarcy.tw,
bokuyo-update,墨洋拉麵(資料更新),台北市,中正區,羅斯福路四段136巷10號,公館,貝系醬油|泡系雞豚,極上貝貝拉麵$280(生食級干貝)|泡系雞豚,200,270,220,15分,4.5,貝系醬油|全品項無限加麵,台北少見貝系醬油，全品項無限加麵，公館老宅改造,mibaoma.tw; yam Travel,
maruzou-sanchong,丸宗拉麵屋,新北市,三重區,龍門路258號,三重國小,雞白湯|煮干醬油,貝出汁煮干醬油|雞白湯(無限加麵),180,250,200,40分,4.6,三重第一|全雞入湯,三重第一拉麵店，全雞入湯金黃清澈鮮美，僅7-8席,Nash's Wonderland pixnet,🔥 人氣
uminekotei,海貓亭 うみねこ亭,新北市,新店區,新店路27號,新店,雞白湯|鹽味|醬油,雞白湯拉麵|海貓拌麵,210,280,230,25分,4.5,每年入選金賞|每月29肉肉日,每年入選拉麵愛好會票選名店，每月29日肉肉日叉燒加量,PopDaily新北拉麵8家,⭐ 金賞
kinomoto-luzhou,木之本,新北市,蘆洲區,和平路206號,三民高中,雞白湯,蛤蠣雞白湯$210|松露雞白湯$180,175,245,195,20分,4.5,蘆洲唯一雞白湯|一人店,蘆洲唯一雞白湯專門店，一人店品質不含糊，碗具加熱講究，6種以上轉味,Nash's Wonderland,
shinen-tucheng,炙燃麵所,新北市,土城區,青雲路336巷18號,土城/海山,炭火風味,炭火香氣拉麵,220,290,240,25分,4.7,2023新開幕|土城隱藏版,2023/8開業即衝上Google 4.7高分，隱藏版土城美食,travelwithvina.com,🆕 新店
tunjing-linkou,屯京拉麵(林口三井),新北市,林口區,文化三路一段356號2F(MITSUI OUTLET),機捷A9林口,豚骨醬油|魚豚,東京豚骨拉麵$260起,280,350,300,25分,4.3,東京池袋23年|免服務費,東京池袋創業23年名店，免服務費，桌上芝麻蒜泥辣油自取,ANIKO台北30家,
geki-reiken,激勵軒,台中市,北區,三民路三段75號,—,雞白湯,男湯(濃厚乳化)|女湯(泡沫化),280,350,300,30分,4.5,2020台中銀賞|担々麺天花板,2020台中銀賞，每月限定風味，担々麺被封天花板。男湯/女湯二選一,houpiblog.tw; polstartech台中拉麵,
tonkotsu-issho,豚骨一笑,台中市,太平區,樹德路12-2號,—,豚骨,熟成豚骨拉麵|炙燒腩肉叉燒,240,310,260,20分,4.4,發酵熟成工法|太平代表,獨特發酵熟成工法，湯頭膠質豐沛，太平區代表名店,polstartech台中; safood.tw,
chosei-taichung,長生塩人(台中西屯),台中市,西屯區,台灣大道三段486號,—,鹽味,鹽味拉麵$160起|辣味肉醬,180,250,200,30分,4.4,天母名店南下|2024/3開幕,天母名店2024/3南下台中，$160起最話題深夜拉麵，營業至凌晨,polstartech台中,🆕 新店
kitaho-taichung,北穗製麵所 Kitaho(更新),台中市,西區,公益路124巷2號,—,豚骨醬油|紫蘇清湯,黃金紫蘇清湯|家系豚骨濃厚,310,380,330,25分,4.6,日籍老闆|手工自製麵,日籍老闆，麵條全手工自製，紫蘇清湯淡雅獨特,polstartech台中,
akimei-taichung,麵屋秋鳴,台中市,南區,文心南路715號,—,鴨白湯,鴨霸二郎拉麵(整隻鴨腿),280,350,300,15分,4.3,台中首家鴨白湯|貍匠旗下,貍匠旗下品牌，台中首家鴨白湯。金字塔蒜炒野菜+整隻鴨腿超霸氣,polstartech台中拉麵,
kuroshin-wufeng,麵屋黑心,台中市,霧峰區,育群路264號,—,雞白湯|松露,松露雞白湯|醬油老火湯,280,350,300,25分,4.5,新人賞全台前十|甜點巴斯克,新人賞全台前十，西餐手法巧思，甜點巴斯克乳酪蛋糕也必吃,polstartech台中拉麵,⭐ 金賞
yoshitsune-kh,吉胤家,高雄市,三民區,慶雲街105號,—,豚骨醬油,橫濱家系濃厚豚骨醬油,220,290,240,90分,4.6,僅週五六賣拉麵|每日限量,僅週五六賣拉麵(週三四賣咖哩飯)，每日限量，全高雄最難吃到的拉麵,Jeremy高雄拉麵; GOMAJI; PopDaily,
kobayashi-kh,麵處小林,高雄市,左營區,博愛二路296號,巨蛋,雞白湯|豚骨醬油,雞白鹽味拉麵|豚骨醬油,210,280,230,20分,4.3,家系9年|投幣機,師承橫濱家系9年老店，投幣機點餐，可自選湯底濃淡,PopDaily高雄10家; jeremyfoodie.tw,
yojin-kh,珧金拉麵 YOJIN,高雄市,鳳山區,府前路34號,衛武營,雞白湯|貝出汁,濃熟雞湯拉麵|貝出汁拉麵,220,290,240,20分,4.4,2024新開幕|鳳山黑馬,2024新開幕鳳山黑馬，追求單純極致旨味，僅收現金,GOMAJI高雄; jeremyfoodie.tw,🆕 新店
ippudo-kh,一風堂 高雄巨蛋店,高雄市,左營區,博愛二路777號 漢神巨蛋B1,巨蛋,豚骨,白丸|赤丸,270,340,290,15分,4.3,連鎖|博多,一風堂高雄分店，漢神巨蛋B1,Jeremy高雄拉麵,
hourai-tainan,中華そば 寶來軒,台南市,北區,公園南路206號,,豚骨|味噌|醬油|鹽味|魚介|雞白湯,豚骨拉麵|豚骨魚介,200,270,220,25分,4.3,日本人經營|6種湯頭,日本人經營，使用麵票機，6種湯頭為台南最豐富,trip.com台南拉麵,
juewan-tainan,覺丸拉麵,台南市,東區,東興路275號,,豚骨,鮮貝豚骨|特製豚骨,220,290,240,25分,4.4,2024重新裝潢|LINE@訂位,2024重新裝潢，LINE@可訂位，叉燒口感Q彈,tiyama.net; trip.com,🆕 新店
akasaka-penghu,赤坂拉麵 澎湖店,澎湖縣,馬公市,同和路158號3F,,豚骨,味噌拉麵|叉燒拉麵,230,300,250,15分,4.0,日本電視冠軍王|3F海景,日本電視冠軍王創立，3F海景用餐眺望馬公港,深度研究離島調查,🔥 人氣
yamahodo-penghu,山禾堂拉麵 澎湖店,澎湖縣,馬公市,三多路296號,,豚骨,霸氣叉燒拉麵(8片)|玉手箱冒煙甜點,260,330,280,10分,4.1,連鎖進駐澎湖|甜點話題,連鎖品牌進駐澎湖，菜單含火鍋定食炸物甜點,深度研究離島調查,
muiki-kinmen,麵屋無粹 MuIki,金門縣,金城鎮,環島北路一段126號,,雞白湯|豚骨,雞白湯拉麵(舒肥雞叉燒+溏心蛋),130,200,150,10分,4.2,金門最知名|有人專程再訪,金門最知名拉麵，雞白湯濃郁到上下嘴唇微黏住，有遊客專程再訪金門,愛食記; 深度研究離島,
mengosha-nantou,麵五三屋台,南投縣,草屯鎮,草屯鎮田中央,,豚骨|鹽味,鹽味干貝拉麵(限量),220,290,240,15分,4.3,隱身田中央|屋台+披薩,隱身田中央的屋台拉麵+披薩專賣，每日限量,deep research,
seiran-qingjing,星嵐拉麵,南投縣,仁愛鄉,仁愛鄉定遠新村25號,,豚骨,繁盛拉麵(炸蝦+炸牡蠣+鮭魚卵),280,350,300,15分,4.0,全台海拔最高|清境農場,全台海拔最高拉麵店，櫻花季可在花海中用餐,深度研究南投,
yanchi-ramen,湮鯱,台北市,大安區,市民大道三段302號,忠孝復興,海鮮鹽味,海鮮鹽味拉麵,270,340,290,25分,4.5,2023新人賞金賞|塩琉二品牌,塩琉新品牌，2023年愛好會新人賞金賞。中山戰區二店，大幅提升用餐環境,自由時報玩咖 2023 Top10,⭐ 金賞
tonari-ramen,隣 tonari,台北市,大安區,延吉街(お帰り隔壁),國父紀念館,多元,お帰り體系新品牌,260,330,280,20分,4.4,お帰り體系|2024新品牌,金賞名店お帰り的隔壁新品牌，延伸不同風味,台灣拉麵愛好會2023,🆕 新店
ninan-tainan,二男家 家系拉麵,台南市,北區,公園路928號,,豚骨醬油,家系拉麵|白飯小菜無限供應,210,280,230,20分,4.4,家系|白飯小菜無限,濃厚系家系拉麵大滿足，白飯小菜無限供應,台南女孩凱莉; Dcard台南,
puli-yokohama,埔里橫濱拉麵(新址),南投縣,埔里鎮,慈恩街92號,,豚骨,埔里茭白筍拉麵|黑蒜拉麵,195,265,215,15分,4.6,在地食材|貨櫃屋,2024新址貨櫃屋日式建築，在地茭白筍入拉麵。免費加麵+飲料無限暢飲,Google Maps 4.6,
ichi-no-ana,麵屋壹の穴 ICHI,台北市,大安區,延吉街137巷22號,國父紀念館,魚介豚骨|二郎系|醬油,壹の二郎拉麵$300|秋刀魚干貝醬油拉麵$250,230,300,250,20分,4.2,愛好會連3年名店|台北CP最高二郎,拉麵愛好會連續3年票選名店，台北CP值最高二郎系，另有板橋分店及沾麵專門店,pekoblog.tw; PopDaily; momoblog.tw,⭐ 金賞
kagari-taipei,銀座篝 Kagari,台北市,中山區,中山北路二段115巷3弄6號,中山國小,雞白湯,雞白湯Soba|松露雞白湯Soba,310,380,330,30分,4.3,2024重返台灣|米其林必比登,2024年6月重返台灣。東京米其林必比登推介(2016-2017)，湯底由日本鹿兒島赤雞萃取急速冷凍空運來台,vocus.cc; letsgojp.com; jeremyfoodie.tw; DailyView,🆕 新店
okaeri-yangi,Okaeri お帰り 你回來啦拉麵,台北市,大安區,延吉街60號,國父紀念館,豚骨,濃蒜豚骨|黑蒜油豚骨,260,330,280,90分,4.2,延吉街傳奇|僅14席,延吉街傳奇排隊名店，僅14席，免費加麵加湯一次。2023愛好會年度第2名。隔壁另開「隣tonari」,ramenroamer.com; annieko.tw,⭐ 金賞
menya-teru,麵屋輝 TERU,台北市,中山區,伊通街8-1號1樓,松江南京,魚介豚骨|沾麵,魚介豚骨拉麵$220|魚介豚骨沾麵,220,290,240,15分,4.0,大阪名店|自家製麵,大概率仍營業中。2019年曾傳出閉店消息，但公司登記稅籍狀態仍顯示「營業中」，Facebook粉專與Instagram持續更新。2024年仍有新食記發表，Uber Eats亦有店面頁面。,驗證報告2026-04; marukoblog.tw,
jinguji-kh,神宮寺拉麵,高雄市,左營區,博愛二路777號4F(漢神巨蛋),巨蛋,雞白湯,二層泡雞白湯特製拉麵(赤/白)|沾麵,340,410,360,40分,4.2,名古屋首創|二層泡,名古屋世界首創二層泡雞白湯海外直營首店。2024/10開幕，上層泡沫+下層濃郁雙層湯頭,jas38.tw高雄40家; hoolee.tw,🆕 新店
